
[Gradient Statistics for Epoch 1]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -3.37321e+00 | std:  2.86956e+01 | min: -1.05234e+02 | max:  6.15710e+01
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -1.68698e+01 | std:  1.87768e+02 | min: -7.25000e+02 | max:  3.94500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.50973e+01 | std:  3.75994e+02 | min: -3.88000e+03 | max:  4.89600e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  4.93052e+00 | std:  4.44822e+02 | min: -1.81800e+03 | max:  1.97300e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -1.33850e+00 | std:  7.30154e+01 | min: -4.51500e+02 | max:  1.00900e+03
xlstm.layers.0.mlstm.Wi.bias             | mean: -1.77395e+00 | std:  3.91792e+01 | min: -1.16188e+02 | max:  1.61750e+02
xlstm.layers.0.mlstm.Wf.weight           | mean:  2.84356e+01 | std:  1.86461e+02 | min: -6.70500e+02 | max:  1.58600e+03
xlstm.layers.0.mlstm.Wf.bias             | mean:  2.52305e+01 | std:  1.11838e+02 | min: -2.60750e+02 | max:  5.10750e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  2.25257e+00 | std:  1.04460e+02 | min: -6.02500e+02 | max:  4.33500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -1.76375e+01 | std:  1.36393e+02 | min: -3.46750e+02 | max:  4.09000e+02
classifier.weight                        | mean: -1.89616e-03 | std:  3.97869e+02 | min: -1.75200e+03 | max:  1.53000e+03
classifier.bias                          | mean:  3.24870e-02 | std:  7.39066e+02 | min: -1.69400e+03 | max:  1.69000e+03

[Gradient Statistics for Epoch 17]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  2.85141e+00 | std:  4.01414e+01 | min: -1.45014e+02 | max:  1.11143e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -2.71864e+01 | std:  1.56901e+01 | min: -6.14834e+01 | max: -1.00348e+00
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  4.71137e+01 | std:  5.28783e+01 | min: -2.25312e+01 | max:  1.25938e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  5.04833e+02 | std:  9.86155e+01 | min:  4.31750e+02 | max:  6.17000e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -1.55215e+01 | std:  8.00141e+02 | min: -7.03600e+03 | max:  8.27200e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  2.82135e+02 | std:  1.13021e+03 | min: -4.31600e+03 | max:  2.40400e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  1.38855e+00 | std:  2.87132e+01 | min: -9.20000e+01 | max:  6.94375e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean: -5.49008e+00 | std:  1.38568e+02 | min: -2.52500e+02 | max:  3.73000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  1.06713e+01 | std:  4.45138e+01 | min: -1.35500e+02 | max:  1.55000e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -5.01820e+01 | std:  2.15780e+02 | min: -6.20500e+02 | max:  5.80500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  5.58309e+00 | std:  1.06348e+02 | min: -5.83000e+02 | max:  6.58000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -4.12257e+01 | std:  1.48508e+02 | min: -3.88000e+02 | max:  4.50000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  7.47270e+00 | std:  4.59273e+02 | min: -2.87400e+03 | max:  3.11000e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  2.82135e+02 | std:  1.13021e+03 | min: -4.31600e+03 | max:  2.40400e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -8.91188e-01 | std:  6.67863e+01 | min: -4.17250e+02 | max:  2.98250e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -5.49008e+00 | std:  1.38568e+02 | min: -2.52500e+02 | max:  3.73000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -2.97962e+00 | std:  9.71732e+01 | min: -5.06750e+02 | max:  4.83500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -5.01820e+01 | std:  2.15780e+02 | min: -6.20500e+02 | max:  5.80500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -1.29929e+00 | std:  6.45568e+01 | min: -3.60500e+02 | max:  3.24500e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -4.12257e+01 | std:  1.48508e+02 | min: -3.88000e+02 | max:  4.50000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -2.15665e+02 | std:  6.51545e+02 | min: -2.41531e+03 | max:  1.32277e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  9.54732e+01 | std:  4.48495e+02 | min: -8.03842e+02 | max:  1.17254e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  1.24436e+03 | std:  1.39288e+03 | min: -1.02700e+03 | max:  3.53200e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -1.05567e+03 | std:  4.44188e+02 | min: -1.54300e+03 | max: -6.73500e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  7.04725e+00 | std:  3.33879e+02 | min: -3.60800e+03 | max:  3.46400e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  1.10218e+01 | std:  1.71695e+02 | min: -5.81500e+02 | max:  4.43250e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.23994e-01 | std:  3.81582e+02 | min: -2.96000e+03 | max:  4.20800e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  2.94685e+01 | std:  5.92022e+02 | min: -2.25800e+03 | max:  3.01600e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  1.61953e+00 | std:  7.75389e+01 | min: -4.93750e+02 | max:  1.28100e+03
xlstm.layers.0.mlstm.Wi.bias             | mean:  2.63631e-01 | std:  3.66465e+01 | min: -1.15750e+02 | max:  1.90625e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -2.15210e+01 | std:  1.94997e+02 | min: -9.12000e+02 | max:  2.47000e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.95183e+01 | std:  1.01945e+02 | min: -2.43500e+02 | max:  3.28750e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  4.28133e+00 | std:  1.08199e+02 | min: -5.80000e+02 | max:  5.52500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -5.92412e+01 | std:  1.55190e+02 | min: -4.96250e+02 | max:  3.83500e+02
classifier.weight                        | mean: -2.23401e-03 | std:  4.65478e+02 | min: -1.89100e+03 | max:  1.74800e+03
classifier.bias                          | mean: -1.45833e-02 | std:  1.00866e+03 | min: -2.37400e+03 | max:  1.88300e+03

[Gradient Statistics for Epoch 18]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  2.92465e+00 | std:  3.67171e+01 | min: -7.16952e+01 | max:  1.08659e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -2.63069e+01 | std:  6.20889e+01 | min: -1.15601e+02 | max:  8.34678e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  1.10637e+01 | std:  5.81612e+01 | min: -7.60000e+01 | max:  1.00000e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  4.90667e+02 | std:  1.29045e+03 | min: -9.61500e+02 | max:  1.50600e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  1.64751e+01 | std:  7.70049e+02 | min: -3.21400e+03 | max:  4.53200e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -1.57158e+02 | std:  1.21439e+03 | min: -3.60600e+03 | max:  3.39800e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  2.48159e+00 | std:  3.65191e+01 | min: -1.09375e+02 | max:  1.30125e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.27646e+01 | std:  1.72818e+02 | min: -5.31500e+02 | max:  4.47750e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  6.71429e+00 | std:  4.93599e+01 | min: -1.67125e+02 | max:  1.73750e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -3.46707e+01 | std:  2.33540e+02 | min: -7.34000e+02 | max:  6.58000e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  9.39682e-01 | std:  1.10198e+02 | min: -6.09500e+02 | max:  5.01500e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -5.87420e+00 | std:  1.47633e+02 | min: -3.50750e+02 | max:  5.34000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -1.58275e+01 | std:  5.11753e+02 | min: -2.95600e+03 | max:  2.58200e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -1.57158e+02 | std:  1.21439e+03 | min: -3.60600e+03 | max:  3.39800e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -2.62237e-01 | std:  7.99200e+01 | min: -6.71000e+02 | max:  5.64500e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.27646e+01 | std:  1.72818e+02 | min: -5.31500e+02 | max:  4.47750e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -6.73956e-01 | std:  1.08774e+02 | min: -5.70500e+02 | max:  6.03500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -3.46707e+01 | std:  2.33540e+02 | min: -7.34000e+02 | max:  6.58000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  6.02812e-01 | std:  6.91604e+01 | min: -2.96000e+02 | max:  3.28250e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -5.87420e+00 | std:  1.47633e+02 | min: -3.50750e+02 | max:  5.34000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -4.44325e+01 | std:  4.19954e+02 | min: -8.88508e+02 | max:  1.43547e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  7.98167e+01 | std:  5.18123e+02 | min: -1.36730e+03 | max:  1.40916e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  4.67049e+01 | std:  8.41972e+02 | min: -1.27200e+03 | max:  1.23200e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -1.93333e+02 | std:  1.31675e+03 | min: -1.27200e+03 | max:  1.27400e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  4.85061e+01 | std:  3.41175e+02 | min: -2.02900e+03 | max:  2.35800e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  4.51581e+01 | std:  2.13336e+02 | min: -4.70000e+02 | max:  8.98500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  3.01821e+00 | std:  3.95502e+02 | min: -3.43000e+03 | max:  3.70600e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -2.78211e+01 | std:  7.68799e+02 | min: -5.10400e+03 | max:  2.46800e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -3.82945e-02 | std:  8.15805e+01 | min: -9.40000e+02 | max:  7.49000e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -7.15443e-02 | std:  5.33063e+01 | min: -3.49500e+02 | max:  1.48625e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -6.29150e+00 | std:  1.88110e+02 | min: -1.18200e+03 | max:  1.02350e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -4.36255e+00 | std:  1.16143e+02 | min: -4.03250e+02 | max:  3.17500e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  1.39867e+00 | std:  1.18632e+02 | min: -6.77000e+02 | max:  6.30500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -1.55408e+01 | std:  1.59566e+02 | min: -4.65250e+02 | max:  5.35500e+02
classifier.weight                        | mean: -3.65334e-03 | std:  4.17136e+02 | min: -2.25000e+03 | max:  1.45200e+03
classifier.bias                          | mean:  5.10417e-02 | std:  7.95553e+02 | min: -1.73700e+03 | max:  1.52200e+03

[Gradient Statistics for Epoch 19]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.03923e+00 | std:  5.38901e+01 | min: -1.87561e+02 | max:  1.13959e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -7.55042e-01 | std:  6.05599e+01 | min: -1.12039e+02 | max:  9.31951e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  8.61892e+00 | std:  8.04219e+01 | min: -1.09812e+02 | max:  1.34125e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  2.86250e+01 | std:  1.25741e+03 | min: -1.09100e+03 | max:  1.38900e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  4.02695e+01 | std:  9.37715e+02 | min: -9.20800e+03 | max:  1.21520e+04
xlstm.layers.0.slstm.Wz.block.bias       | mean:  2.81399e+02 | std:  1.68511e+03 | min: -4.38000e+03 | max:  1.23280e+04
xlstm.layers.0.slstm.Wi.block.weight     | mean:  6.63267e+00 | std:  4.71801e+01 | min: -9.61250e+01 | max:  3.15000e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -3.30959e+01 | std:  2.21300e+02 | min: -1.14400e+03 | max:  3.98000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  4.20014e+00 | std:  5.47031e+01 | min: -1.71125e+02 | max:  1.70750e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -2.02794e+01 | std:  2.55795e+02 | min: -6.89000e+02 | max:  6.48000e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  1.70656e+00 | std:  9.91919e+01 | min: -4.69000e+02 | max:  5.92000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -1.00985e+01 | std:  1.52815e+02 | min: -4.23000e+02 | max:  6.42500e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  2.43297e+00 | std:  6.94184e+02 | min: -8.35200e+03 | max:  7.40000e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  2.81399e+02 | std:  1.68511e+03 | min: -4.38000e+03 | max:  1.23280e+04
xlstm.layers.0.slstm.Ri.block.weight     | mean: -1.87418e+00 | std:  9.82988e+01 | min: -1.37300e+03 | max:  8.76000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -3.30959e+01 | std:  2.21300e+02 | min: -1.14400e+03 | max:  3.98000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -2.08854e+00 | std:  1.32086e+02 | min: -8.18500e+02 | max:  1.19300e+03
xlstm.layers.0.slstm.Rf.block.bias       | mean: -2.02794e+01 | std:  2.55795e+02 | min: -6.89000e+02 | max:  6.48000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -3.99053e-01 | std:  6.79743e+01 | min: -4.40500e+02 | max:  4.57250e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -1.00985e+01 | std:  1.52815e+02 | min: -4.23000e+02 | max:  6.42500e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.93503e+01 | std:  4.88990e+02 | min: -9.00383e+02 | max:  1.44418e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  5.81794e+01 | std:  4.27195e+02 | min: -7.07065e+02 | max:  1.10050e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  1.36181e+02 | std:  8.98908e+02 | min: -1.30200e+03 | max:  1.56400e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -6.85750e+02 | std:  9.82179e+02 | min: -1.76300e+03 | max:  1.60000e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  3.12899e+01 | std:  3.72933e+02 | min: -1.50600e+03 | max:  5.92800e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  2.78665e+01 | std:  1.95543e+02 | min: -4.15500e+02 | max:  9.34000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.53222e+00 | std:  4.30075e+02 | min: -4.93600e+03 | max:  2.89400e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  1.56446e+01 | std:  6.68300e+02 | min: -1.80600e+03 | max:  3.68600e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -2.18098e+00 | std:  1.04829e+02 | min: -1.60100e+03 | max:  1.80000e+03
xlstm.layers.0.mlstm.Wi.bias             | mean: -1.87263e+00 | std:  5.77702e+01 | min: -2.06250e+02 | max:  2.92750e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -1.67577e+01 | std:  1.79068e+02 | min: -1.27600e+03 | max:  8.89000e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.44141e+01 | std:  1.03533e+02 | min: -3.90000e+02 | max:  2.21000e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  2.50356e+00 | std:  1.08391e+02 | min: -5.09250e+02 | max:  8.21500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -1.67894e+01 | std:  1.74670e+02 | min: -3.65750e+02 | max:  8.76000e+02
classifier.weight                        | mean:  9.79207e-03 | std:  3.78426e+02 | min: -2.31600e+03 | max:  1.48400e+03
classifier.bias                          | mean: -4.53125e-02 | std:  6.77646e+02 | min: -1.46800e+03 | max:  1.39400e+03

[Gradient Statistics for Epoch 20]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -4.59917e+00 | std:  2.95490e+01 | min: -8.89850e+01 | max:  5.66769e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean:  1.80560e+01 | std:  2.77217e+01 | min: -2.94934e+01 | max:  6.78502e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -3.59688e+01 | std:  4.52937e+01 | min: -9.13750e+01 | max:  2.97031e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -3.38917e+02 | std:  5.67463e+02 | min: -8.64500e+02 | max:  2.62750e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean:  6.31222e+00 | std:  7.56132e+02 | min: -3.56800e+03 | max:  5.41200e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  1.51613e+02 | std:  1.05907e+03 | min: -3.52200e+03 | max:  3.76200e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean: -2.65249e+00 | std:  3.15492e+01 | min: -1.09062e+02 | max:  9.96250e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean:  1.19773e+01 | std:  1.45222e+02 | min: -4.25250e+02 | max:  4.29250e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean: -2.53363e+00 | std:  4.69615e+01 | min: -1.43750e+02 | max:  1.52750e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean:  1.05079e+01 | std:  2.17545e+02 | min: -6.28000e+02 | max:  5.87000e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  3.82460e+00 | std:  8.93030e+01 | min: -2.99500e+02 | max:  3.58750e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -2.66073e+01 | std:  1.35846e+02 | min: -4.25000e+02 | max:  3.42500e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -8.22484e-02 | std:  4.68933e+02 | min: -3.20200e+03 | max:  2.68800e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  1.51613e+02 | std:  1.05907e+03 | min: -3.52200e+03 | max:  3.76200e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  1.13855e+00 | std:  6.68839e+01 | min: -3.97250e+02 | max:  3.53750e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean:  1.19773e+01 | std:  1.45222e+02 | min: -4.25250e+02 | max:  4.29250e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  8.34211e-01 | std:  1.10048e+02 | min: -7.17500e+02 | max:  9.07000e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean:  1.05079e+01 | std:  2.17545e+02 | min: -6.28000e+02 | max:  5.87000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  3.34073e-02 | std:  5.93814e+01 | min: -2.83000e+02 | max:  2.82250e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -2.66073e+01 | std:  1.35846e+02 | min: -4.25000e+02 | max:  3.42500e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -9.46051e+01 | std:  5.89691e+02 | min: -1.61611e+03 | max:  1.82586e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean: -1.82339e+01 | std:  5.23914e+02 | min: -1.58400e+03 | max:  1.15035e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  4.50556e+01 | std:  9.94012e+02 | min: -1.16900e+03 | max:  1.73300e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  1.63542e+01 | std:  1.29031e+03 | min: -1.29000e+03 | max:  1.29000e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  2.65862e+01 | std:  3.71352e+02 | min: -2.77200e+03 | max:  2.59600e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  2.28746e+01 | std:  2.11394e+02 | min: -5.11250e+02 | max:  8.71500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -1.25280e+00 | std:  3.14843e+02 | min: -1.82500e+03 | max:  2.42200e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -2.14003e+01 | std:  4.22111e+02 | min: -1.59100e+03 | max:  1.19400e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -6.83529e+00 | std:  5.69106e+01 | min: -3.57500e+02 | max:  3.61000e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -6.25199e+00 | std:  2.73740e+01 | min: -1.06438e+02 | max:  6.17812e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  2.04322e+01 | std:  1.84121e+02 | min: -9.44000e+02 | max:  1.40900e+03
xlstm.layers.0.mlstm.Wf.bias             | mean:  1.82250e+01 | std:  1.07677e+02 | min: -2.24375e+02 | max:  5.08750e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  1.44577e+00 | std:  9.81534e+01 | min: -3.54750e+02 | max:  5.15000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -3.96182e+01 | std:  1.45328e+02 | min: -4.58750e+02 | max:  3.54500e+02
classifier.weight                        | mean:  4.37368e-03 | std:  4.12888e+02 | min: -1.61100e+03 | max:  1.77100e+03
classifier.bias                          | mean:  5.20833e-03 | std:  8.04498e+02 | min: -1.77200e+03 | max:  1.69200e+03

[Gradient Statistics for Epoch 21]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -6.97880e-01 | std:  3.60972e+01 | min: -6.60581e+01 | max:  1.24329e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean:  1.28082e+01 | std:  3.35974e+01 | min: -2.96030e+01 | max:  8.33886e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -4.00312e+01 | std:  6.23626e+01 | min: -1.10812e+02 | max:  4.53438e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -2.36396e+02 | std:  7.05647e+02 | min: -1.04100e+03 | max:  2.77250e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -2.34729e+01 | std:  8.93896e+02 | min: -5.90400e+03 | max:  5.99200e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  1.01938e+01 | std:  1.33780e+03 | min: -5.52000e+03 | max:  4.65200e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean: -3.76973e+00 | std:  4.41035e+01 | min: -1.99000e+02 | max:  1.32375e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean:  1.63593e+01 | std:  2.01374e+02 | min: -5.58000e+02 | max:  8.43500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean: -6.73500e+00 | std:  5.90975e+01 | min: -1.75750e+02 | max:  1.62250e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean:  2.94703e+01 | std:  2.69717e+02 | min: -6.76000e+02 | max:  7.12000e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean: -6.19007e-01 | std:  1.09553e+02 | min: -4.74250e+02 | max:  5.18000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -1.61159e+01 | std:  1.60176e+02 | min: -4.24500e+02 | max:  4.46000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  3.76784e+00 | std:  5.93101e+02 | min: -5.01600e+03 | max:  4.29200e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  1.01938e+01 | std:  1.33780e+03 | min: -5.52000e+03 | max:  4.65200e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  7.64785e-01 | std:  8.38110e+01 | min: -4.78750e+02 | max:  4.98250e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean:  1.63593e+01 | std:  2.01374e+02 | min: -5.58000e+02 | max:  8.43500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  2.60092e+00 | std:  1.24339e+02 | min: -6.54000e+02 | max:  6.58000e+02
